Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,common_name,strain,subtype,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_common_name,host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,receipt_date,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,Submitter_Id,system type
ERR3474686,WGS,302,667800520,PRJEB33950,SAMEA5859098,296548762,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496313,SAMEA5859098,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:13:00Z,1,SAMEA5859098,sample_109,ERP116786,sample_109,in vivo human
ERR3474687,WGS,302,1035053358,PRJEB33950,SAMEA5859099,459565894,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496314,SAMEA5859099,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:14:00Z,1,SAMEA5859099,sample_110,ERP116786,sample_110,in vivo human
ERR3474688,WGS,302,991330704,PRJEB33950,SAMEA5859100,434347306,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496315,SAMEA5859100,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:15:00Z,1,SAMEA5859100,sample_111,ERP116786,sample_111,in vivo human
ERR3474689,WGS,302,944561172,PRJEB33950,SAMEA5859101,419985216,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496316,SAMEA5859101,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:15:00Z,1,SAMEA5859101,sample_112,ERP116786,sample_112,in vivo human
ERR3474690,WGS,302,985171414,PRJEB33950,SAMEA5859102,441751324,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496317,SAMEA5859102,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:15:00Z,1,SAMEA5859102,sample_113,ERP116786,sample_113,in vivo human
ERR3474691,WGS,302,1669556868,PRJEB33950,SAMEA5859103,725599887,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496318,SAMEA5859103,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:16:00Z,1,SAMEA5859103,sample_114,ERP116786,sample_114,in vivo human
ERR3474692,WGS,302,1000305238,PRJEB33950,SAMEA5859104,453391635,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496319,SAMEA5859104,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:16:00Z,1,SAMEA5859104,sample_115,ERP116786,sample_115,in vivo human
ERR3474693,WGS,302,936726688,PRJEB33950,SAMEA5859105,425210608,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496320,SAMEA5859105,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:16:00Z,1,SAMEA5859105,sample_116,ERP116786,sample_116,in vivo human
ERR3474694,WGS,302,1123332186,PRJEB33950,SAMEA5859106,490966001,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496321,SAMEA5859106,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859106,sample_117,ERP116786,sample_117,in vivo human
ERR3474695,WGS,302,1486444906,PRJEB33950,SAMEA5859107,662766997,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496322,SAMEA5859107,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859107,sample_118,ERP116786,sample_118,in vivo human
ERR3474696,WGS,302,156865746,PRJEB33950,SAMEA5859108,70230246,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496323,SAMEA5859108,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:16:00Z,1,SAMEA5859108,sample_119,ERP116786,sample_119,in vivo human
ERR3474697,WGS,302,556500534,PRJEB33950,SAMEA5859109,247156609,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496324,SAMEA5859109,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859109,sample_120,ERP116786,sample_120,in vivo human
ERR3474698,WGS,302,1175080188,PRJEB33950,SAMEA5859110,516668296,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496325,SAMEA5859110,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859110,sample_121,ERP116786,sample_121,in vivo human
ERR3474699,WGS,302,400402170,PRJEB33950,SAMEA5859111,179987969,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496326,SAMEA5859111,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859111,sample_122,ERP116786,sample_122,in vivo human
ERR3474700,WGS,302,159867324,PRJEB33950,SAMEA5859112,70985501,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496327,SAMEA5859112,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:17:00Z,1,SAMEA5859112,sample_123,ERP116786,sample_123,in vivo human
ERR3474701,WGS,302,1057130162,PRJEB33950,SAMEA5859113,462442503,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496328,SAMEA5859113,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859113,sample_124,ERP116786,sample_124,in vivo human
ERR3474702,WGS,302,624629016,PRJEB33950,SAMEA5859114,275913047,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496329,SAMEA5859114,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859114,sample_125,ERP116786,sample_125,in vivo human
ERR3474703,WGS,302,75760626,PRJEB33950,SAMEA5859115,34250377,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496330,SAMEA5859115,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859115,sample_126,ERP116786,sample_126,in vivo human
ERR3474704,WGS,302,829596114,PRJEB33950,SAMEA5859116,370697909,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496331,SAMEA5859116,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859116,sample_127,ERP116786,sample_127,in vivo human
ERR3474705,WGS,302,518060464,PRJEB33950,SAMEA5859117,228707758,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496332,SAMEA5859117,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859117,sample_128,ERP116786,sample_128,in vivo human
ERR3474706,WGS,302,126463104,PRJEB33950,SAMEA5859118,56498676,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496333,SAMEA5859118,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:18:00Z,1,SAMEA5859118,sample_129,ERP116786,sample_129,in vivo human
ERR3474707,WGS,302,783922842,PRJEB33950,SAMEA5859119,359668869,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496334,SAMEA5859119,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:19:00Z,1,SAMEA5859119,sample_130,ERP116786,sample_130,in vivo human
ERR3474708,WGS,302,818594556,PRJEB33950,SAMEA5859120,364017248,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496335,SAMEA5859120,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:19:00Z,1,SAMEA5859120,sample_131,ERP116786,sample_131,in vivo human
ERR3474709,WGS,302,279958832,PRJEB33950,SAMEA5859121,126181211,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496336,SAMEA5859121,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:19:00Z,1,SAMEA5859121,sample_132,ERP116786,sample_132,in vivo human
ERR3474710,WGS,302,105723858,PRJEB33950,SAMEA5859122,47515293,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496337,SAMEA5859122,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:19:00Z,1,SAMEA5859122,sample_133,ERP116786,sample_133,in vivo human
ERR3474711,WGS,302,467748472,PRJEB33950,SAMEA5859123,208578802,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496338,SAMEA5859123,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:19:00Z,1,SAMEA5859123,sample_134,ERP116786,sample_134,in vivo human
ERR3474712,WGS,302,1110322630,PRJEB33950,SAMEA5859124,486234860,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496339,SAMEA5859124,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:20:00Z,1,SAMEA5859124,sample_135,ERP116786,sample_135,in vivo human
ERR3474713,WGS,302,444209082,PRJEB33950,SAMEA5859125,195638511,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496340,SAMEA5859125,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:20:00Z,1,SAMEA5859125,sample_136,ERP116786,sample_136,in vivo human
ERR3474714,WGS,302,914683406,PRJEB33950,SAMEA5859126,401292911,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496341,SAMEA5859126,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:20:00Z,1,SAMEA5859126,sample_137,ERP116786,sample_137,in vivo human
ERR3474715,WGS,302,817471720,PRJEB33950,SAMEA5859127,362508597,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496342,SAMEA5859127,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:21:00Z,1,SAMEA5859127,sample_138,ERP116786,sample_138,in vivo human
ERR3474716,WGS,302,1449213440,PRJEB33950,SAMEA5859128,635852547,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496343,SAMEA5859128,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:21:00Z,1,SAMEA5859128,sample_139,ERP116786,sample_139,in vivo human
ERR3474717,WGS,302,128352718,PRJEB33950,SAMEA5859129,56654963,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496344,SAMEA5859129,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:21:00Z,1,SAMEA5859129,sample_140,ERP116786,sample_140,in vivo human
ERR3474718,WGS,302,815581502,PRJEB33950,SAMEA5859130,358767524,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496345,SAMEA5859130,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:21:00Z,1,SAMEA5859130,sample_141,ERP116786,sample_141,in vivo human
ERR3474719,WGS,302,1247270268,PRJEB33950,SAMEA5859131,547201629,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496346,SAMEA5859131,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:08:38Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:21:00Z,1,SAMEA5859131,sample_142,ERP116786,sample_142,in vivo human
ERR3474720,WGS,302,1316966432,PRJEB33950,SAMEA5859132,578355284,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496347,SAMEA5859132,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:22:00Z,1,SAMEA5859132,sample_143,ERP116786,sample_143,in vivo human
