Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,specimen_id,SRA Study,lat_lon,system type,subtype,strain
SRR10013223,AMPLICON,302,348454244,PRJNA561158,SAMN12610136,Viral,140836858,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-03-29,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751362,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50419,nasal/throat swab,HS3214_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS3214,HS3214,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013224,AMPLICON,302,369627766,PRJNA561158,SAMN12610138,Viral,145210505,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-09,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751361,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50644,nasal/throat swab,HS3240_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS3240,HS3240,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013225,AMPLICON,302,426738684,PRJNA561158,SAMN12610139,Viral,169956001,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-09,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751360,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50393,nasal/throat swab,HS3241_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,HS3241,HS3241,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013226,AMPLICON,302,226735258,PRJNA561158,SAMN12610181,Viral,90792331,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-02-17,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751359,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50492,nasal/throat swab,MH15317_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:32:00Z,3,MH15317,MH15317,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013227,AMPLICON,302,318105962,PRJNA561158,SAMN12610217,Viral,137800345,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-10,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751358,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50393,nasal/throat swab,MH16400_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH16400,MH16400,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013228,AMPLICON,302,548422940,PRJNA561158,SAMN12610148,Viral,218553237,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-18,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751357,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301235,nasal/throat swab,M54146_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,M54146,M54146,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013229,AMPLICON,302,374381548,PRJNA561158,SAMN12610186,Viral,162245071,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-03-27,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751356,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50006,nasal/throat swab,MH16139_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH16139,MH16139,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013230,AMPLICON,302,234726178,PRJNA561158,SAMN12610176,Viral,78813651,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-02-24,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751355,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50063,nasal/throat swab,MH12550_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH12550,MH12550,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013231,AMPLICON,302,239432244,PRJNA561158,SAMN12610174,Viral,98577923,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-02-23,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751354,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50033,nasal/throat swab,MH12512_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2020-05-05T00:00:00Z,2019-08-26T13:01:00Z,3,MH12512,MH12512,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013232,AMPLICON,302,491886124,PRJNA561158,SAMN12610156,Viral,218375989,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-02-25,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751353,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50801,nasal/throat swab,MH10260_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH10260,MH10260,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013233,AMPLICON,302,311863018,PRJNA561158,SAMN12610159,Viral,133406615,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-04,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751352,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50664,nasal/throat swab,MH10360_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10360,MH10360,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013234,AMPLICON,302,405589020,PRJNA561158,SAMN12610172,Viral,176878984,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-27,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751351,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50443,nasal/throat swab,MH10628_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH10628,MH10628,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013235,AMPLICON,302,275838042,PRJNA561158,SAMN12610206,Viral,117703951,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-12,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751350,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331138,nasal/throat swab,MH4158_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH4158,MH4158,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013236,AMPLICON,302,305250124,PRJNA561158,SAMN12610200,Viral,135422515,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-21,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751349,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331060,nasal/throat swab,MH3065_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH3065,MH3065,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013237,AMPLICON,302,239647268,PRJNA561158,SAMN12610198,Viral,91290711,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-03,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751348,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331001,nasal/throat swab,MH2671_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH2671,MH2671,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013238,AMPLICON,302,168919774,PRJNA561158,SAMN12610196,Viral,74019155,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-12-11,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751347,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330978,nasal/throat swab,MH2434_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:32:00Z,3,MH2434,MH2434,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013239,AMPLICON,302,544982556,PRJNA561158,SAMN12610149,Viral,237736948,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-25,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751346,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301202,nasal/throat swab,M54308_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,M54308,M54308,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013240,AMPLICON,302,298326170,PRJNA561158,SAMN12610212,Viral,114239531,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-25,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751345,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330460,nasal/throat swab,MH4364_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH4364,MH4364,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013241,AMPLICON,302,339879256,PRJNA561158,SAMN12610210,Viral,130254448,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-19,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751344,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330459,nasal/throat swab,MH4289_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH4289,MH4289,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013242,AMPLICON,302,287159116,PRJNA561158,SAMN12610203,Viral,124995989,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-25,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751343,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330171,nasal/throat swab,MH3227_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH3227,MH3227,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013243,AMPLICON,302,498659984,PRJNA561158,SAMN12610154,Viral,211861315,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-02-14,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751342,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,320779,nasal/throat swab,MH0776_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH0776,MH0776,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013244,AMPLICON,302,162436438,PRJNA561158,SAMN12610140,Viral,69957445,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-24,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751341,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51121,nasal/throat swab,HS3258_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:32:00Z,3,HS3258,HS3258,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013245,AMPLICON,302,197249790,PRJNA561158,SAMN12610137,Viral,12014213,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-03,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751340,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50540,nasal/throat swab,HS3230_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS3230,HS3230,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013246,AMPLICON,302,245606030,PRJNA561158,SAMN12610135,Viral,35111192,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-03-16,public,"run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751339,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50207,nasal/throat swab,HS3171_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS3171,HS3171,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013247,AMPLICON,302,227733368,PRJNA561158,SAMN12610133,Viral,99257577,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-05-15,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751338,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51122,nasal/throat swab,HS2681_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS2681,HS2681,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013248,AMPLICON,302,212773496,PRJNA561158,SAMN12610131,Viral,5578155,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-04-18,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751337,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51324,nasal/throat swab,HS2637_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS2637,HS2637,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013249,AMPLICON,302,547089912,PRJNA561158,SAMN12610130,Viral,174709856,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-03-21,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751336,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51390,nasal/throat swab,HS2585_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS2585,HS2585,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013250,AMPLICON,302,445440336,PRJNA561158,SAMN12610152,Viral,193650429,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-03-08,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751335,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301093,nasal/throat swab,M54498_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,M54498,M54498,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013251,AMPLICON,302,266841160,PRJNA561158,SAMN12610129,Viral,80242255,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-03-13,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751334,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50003,nasal/throat swab,HS2574_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS2574,HS2574,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013252,AMPLICON,302,282139272,PRJNA561158,SAMN12610126,Viral,50394911,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-09,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751333,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50064,nasal/throat swab,HS1914_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1914,HS1914,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013253,AMPLICON,302,146521944,PRJNA561158,SAMN12610125,Viral,42420999,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-06,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751332,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50774,nasal/throat swab,HS1911_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:01:00Z,2,HS1911,HS1911,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013254,AMPLICON,302,291738644,PRJNA561158,SAMN12610123,Viral,102747162,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-06,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751331,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50051,nasal/throat swab,HS1909_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS1909,HS1909,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013255,AMPLICON,302,533974656,PRJNA561158,SAMN12610121,Viral,214216618,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-31,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751330,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50079,nasal/throat swab,HS1884_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1884,HS1884,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013256,AMPLICON,302,153431704,PRJNA561158,SAMN12610120,Viral,22363481,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-25,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751329,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50424,nasal/throat swab,HS1876_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:01:00Z,2,HS1876,HS1876,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013257,AMPLICON,302,252670716,PRJNA561158,SAMN12610119,Viral,110296865,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-25,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751328,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50425,nasal/throat swab,HS1875_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1875,HS1875,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013258,AMPLICON,302,302662890,PRJNA561158,SAMN12610118,Viral,9084315,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-25,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751327,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50585,nasal/throat swab,HS1867_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1867,HS1867,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013259,AMPLICON,302,266100958,PRJNA561158,SAMN12610117,Viral,115084746,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-18,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751326,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50385,nasal/throat swab,HS1848_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS1848,HS1848,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013260,AMPLICON,302,546835326,PRJNA561158,SAMN12610114,Viral,173600893,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-17,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751325,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51432,nasal/throat swab,HS1820_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS1820,HS1820,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013261,AMPLICON,302,458212218,PRJNA561158,SAMN12610145,Viral,182827912,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-15,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751324,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301042,nasal/throat swab,M54041_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,M54041,M54041,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013262,AMPLICON,302,412871750,PRJNA561158,SAMN12610211,Viral,179769810,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-20,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751323,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330108,nasal/throat swab,MH4301_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH4301,MH4301,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013263,AMPLICON,302,406494114,PRJNA561158,SAMN12610197,Viral,90808467,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-03,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751322,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330007,nasal/throat swab,MH2666_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:02:00Z,2,MH2666,MH2666,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013264,AMPLICON,302,591418076,PRJNA561158,SAMN12610158,Viral,198084591,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-02-28,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751321,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,320413,nasal/throat swab,MH1033_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,MH1033,MH1033,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013265,AMPLICON,302,764177780,PRJNA561158,SAMN12610141,Viral,320777702,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-08,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751320,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301665,nasal/throat swab,M53896_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,M53896,M53896,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
